User's manual r01uh0896ej0130-rl78g23; Version 1.00; February 20, 2024
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
CTSUCHAC2,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHAC3,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHACBL,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHAC4,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHAC5,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHACBH,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHAC6,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHAC7,"30.2.6 CTSU channel enable control registers AL, AH, BL, and BH (CTSUCHACAL, CTSUCHACAH, CTSUCHACBL, CTSUCHACBH)","Figure30-10FormatofCTSUChannelEnableControlRegistersAL,AH,BL,andBH(CTSUCHACAL,CTSUCHACAH,CTSUCHACBL,CTSUCHACBH)(1/2)",,,
CTSUCHTRCAL,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC0,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC1,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRCAH,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC2,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC3,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRCBL,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC4,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC5,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRCBH,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC6,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUCHTRC7,"30.2.7 CTSU channel transmit/receive control registers AL, AH, BL, and BH (CTSUCHTRCAL, CTSUCHTRCAH, CTSUCHTRCBL, CTSUCHTRCBH)","Figure30-11FormatofCTSUChannelTransmit/ReceiveControlRegistersAL,AH,BL,andBH(CTSUCHTRCAL,CTSUCHTRCAH,CTSUCHTRCBL,CTSUCHTRCBH)(1/2)",,,
CTSUSRL,30.2.8 CTSU status register L (CTSUSRL),Figure30-12FormatofCTSUStatusRegisterL(CTSUSRL)(1/2),,,
CTSUST1,30.2.8 CTSU status register L (CTSUSRL),Figure30-12FormatofCTSUStatusRegisterL(CTSUSRL)(1/2),,,
CTSUST,30.2.8 CTSU status register L (CTSUSRL),Figure30-12FormatofCTSUStatusRegisterL(CTSUSRL)(1/2),,,
CTSUSO0,"30.2.9 CTSU sensor offset registers 0 and 1 (CTSUSO0, CTSUSO1)","Figure30-13FormatofCTSUSensorOffsetRegisters0and1(CTSUSO0,CTSUSO1)(1/2)",,,
CTSUSO1,"30.2.9 CTSU sensor offset registers 0 and 1 (CTSUSO0, CTSUSO1)","Figure30-13FormatofCTSUSensorOffsetRegisters0and1(CTSUSO0,CTSUSO1)(1/2)",,,
CTSUSC,"30.2.10 CTSU sensor counter registers L and H (CTSUSC, CTSUUC)","Figure30-14FormatofCTSUSensorCounterRegistersLandH(CTSUSC,CTSUUC)",,,
CTSUUC,"30.2.10 CTSU sensor counter registers L and H (CTSUSC, CTSUUC)","Figure30-14FormatofCTSUSensorCounterRegistersLandH(CTSUSC,CTSUUC)",,,
CTSUDBGR0,"30.2.11 CTSU calibration registers L and H (CTSUDBGR0, CTSUDBGR1)","Figure30-15FormatofCTSUCalibrationRegistersLandH(CTSUDBGR0,CTSUDBGR1)(1/3)",,,
CTSUDBGR1,"30.2.11 CTSU calibration registers L and H (CTSUDBGR0, CTSUDBGR1)","Figure30-15FormatofCTSUCalibrationRegistersLandH(CTSUDBGR0,CTSUDBGR1)(1/3)",,,
CTSUSUCLK0,"30.2.12 CTSU sensor unit clock control registers AL, AH, BL, and BH (CTSUSUCLK0, CTSUSUCLK1, CTSUSUCLK2, CTSUSUCLK3)","Figure30-16FormatofCTSUSensorUnitClockControlRegistersAL,AH,BL,andBH(CTSUSUCLK0,CTSUSUCLK1,CTSUSUCLK2,CTSUSUCLK3)(1/2)",,,
CTSUSUCLK1,"30.2.12 CTSU sensor unit clock control registers AL, AH, BL, and BH (CTSUSUCLK0, CTSUSUCLK1, CTSUSUCLK2, CTSUSUCLK3)","Figure30-16FormatofCTSUSensorUnitClockControlRegistersAL,AH,BL,andBH(CTSUSUCLK0,CTSUSUCLK1,CTSUSUCLK2,CTSUSUCLK3)(1/2)",,,
CTSUSUCLK2,"30.2.12 CTSU sensor unit clock control registers AL, AH, BL, and BH (CTSUSUCLK0, CTSUSUCLK1, CTSUSUCLK2, CTSUSUCLK3)","Figure30-16FormatofCTSUSensorUnitClockControlRegistersAL,AH,BL,andBH(CTSUSUCLK0,CTSUSUCLK1,CTSUSUCLK2,CTSUSUCLK3)(1/2)",,,
CTSUSUCLK3,"30.2.12 CTSU sensor unit clock control registers AL, AH, BL, and BH (CTSUSUCLK0, CTSUSUCLK1, CTSUSUCLK2, CTSUSUCLK3)","Figure30-16FormatofCTSUSensorUnitClockControlRegistersAL,AH,BL,andBH(CTSUSUCLK0,CTSUSUCLK1,CTSUSUCLK2,CTSUSUCLK3)(1/2)",,,
TRNGSDR,28.1.2 Registers to control the true random number generator,Figure28-2FormatofRandomNumberSeedDataRegister(TRNGSDR),,,
TRNGSCR0,28.1.2 Registers to control the true random number generator,Figure28-1FormatofRandomNumberSeedCommandRegister0(TRNGSCR0),,,
TRNGST,28.1.2 Registers to control the true random number generator,Figure28-1FormatofRandomNumberSeedCommandRegister0(TRNGSCR0),2,,
TRNGEN,28.1.2 Registers to control the true random number generator,Figure28-1FormatofRandomNumberSeedCommandRegister0(TRNGSCR0),2,,
TRNGRDY,28.1.2 Registers to control the true random number generator,Figure28-1FormatofRandomNumberSeedCommandRegister0(TRNGSCR0),2,,
CTSUTRIM0,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
RTRIM,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
DACTRIM,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
CTSUTRIM1,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
SUADJD,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
TRESULT4,"30.2.13 CTSU trimming registers AL and AH (CTSUTRIM0, CTSUTRIM1)","Figure30-17FormatofCTSUTrimmingRegistersALandAH(CTSUTRIM0,CTSUTRIM1)(1/2)",,,
CTSUTRIM2,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
TRESULT0,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
TRESULT1,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
CTSUTRIM3,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
TRESULT2,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
TRESULT3,"30.2.14 CTSU trimming registers BL and BH (CTSUTRIM2, CTSUTRIM3)","Figure30-18FormatofCTSUTrimmingRegistersBLandBH(CTSUTRIM2,CTSUTRIM3)",,,
REMCON0,18.2.3 Function select register 0 (REMCON0),Figure18-4FormatofFunctionSelectRegister0(REMCON0)(1/2),,,
ENFLG,18.2.3 Function select register 0 (REMCON0),Figure18-4FormatofFunctionSelectRegister0(REMCON0)(2/2),1,,
INFLG,18.2.3 Function select register 0 (REMCON0),Figure18-4FormatofFunctionSelectRegister0(REMCON0)(1/2),2,,
REMCON1,18.2.4 Function select register 1 (REMCON1),Figure18-5FormatofFunctionSelectRegister1(REMCON1),,,
EN,18.2.4 Function select register 1 (REMCON1),Figure18-5FormatofFunctionSelectRegister1(REMCON1),2,,
INTMD,18.2.4 Function select register 1 (REMCON1),Figure18-5FormatofFunctionSelectRegister1(REMCON1),2,,
REMSTS,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(1/3),,,
CPFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(3/3),1,,
REFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(3/3),1,,
DRFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(2/3),3,,
BFULFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(2/3),1,,
HDFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(2/3),1,,
D0FLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(1/3),2,,
D1FLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(1/3),2,,
SDFLG,18.2.5 Status register (REMSTS),Figure18-6FormatofStatusRegister(REMSTS)(1/3),2,,
REMINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),,,
CPINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
REINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
DRINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
BFULINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
HDINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
DINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),5,,
SDINT,18.2.6 Interrupt control register (REMINT),Figure18-7FormatofInterruptControlRegister(REMINT),2,,
REMCPC,18.2.7 Compare control register (REMCPC),Figure18-8FormatofCompareControlRegister(REMCPC),,,
REMCPD,18.2.8 Compare value setting register (REMCPD),Figure18-9FormatofCompareValueSettingRegister(REMCPD),,,
HDPMIN,18.2.9 Header pattern minimum width setting register (HDPMIN),Figure18-10FormatofHeaderPatternMinimumWidthSettingRegister(HDPMIN),,,
HDPMAX,18.2.10 Header pattern maximum width setting register (HDPMAX),Figure18-11FormatofHeaderPatternMaximumWidthSettingRegister(HDPMAX),,,
D0PMIN,18.2.11 Data 0 pattern minimum width setting register (D0PMIN),Figure18-12FormatofData0PatternMinimumWidthSettingRegister(D0PMIN),,,
D0PMAX,18.2.12 Data 0 pattern maximum width setting register (D0PMAX),Figure18-13FormatofData0PatternMaximumWidthSettingRegister(D0PMAX),,,
D1PMIN,18.2.13 Data 1 pattern minimum width setting register (D1PMIN),Figure18-14FormatofData1PatternMinimumWidthSettingRegister(D1PMIN),,,
D1PMAX,18.2.14 Data 1 pattern maximum width setting register (D1PMAX),Figure18-15FormatofData1PatternMaximumWidthSettingRegister(D1PMAX),,,
SDPMIN,18.2.15 Special data pattern minimum width setting register (SDPMIN),Figure18-16FormatofSpecialDataPatternMinimumWidthSettingRegister(SDPMIN),,,
SDPMAX,18.2.16 Special data pattern maximum width setting register (SDPMAX),Figure18-17FormatofSpecialDataPatternMaximumWidthSettingRegister(SDPMAX),,,
REMPE,18.2.17 Pattern end setting register (REMPE),Figure18-18FormatofPatternEndSettingRegister(REMPE),,,
REMSTC,18.2.18 Receiver standby control register (REMSTC),Figure18-19FormatofReceiverStandbyControlRegister(REMSTC),,,
SNZON,18.2.18 Receiver standby control register (REMSTC),Figure18-19FormatofReceiverStandbyControlRegister(REMSTC),3,,
REMRBIT,18.2.19 Receive bit count register (REMRBIT),Figure18-20FormatofReceiveBitCountRegister(REMRBIT),,,
RBIT0,18.2.19 Receive bit count register (REMRBIT),Figure18-20FormatofReceiveBitCountRegister(REMRBIT),5,,RBIT
REMDAT0,18.2.20 Receive data 0 register (REMDAT0),Figure18-21FormatofReceiveData0Register(REMDAT0),,,
DAT00,18.2.20 Receive data 0 register (REMDAT0),Figure18-21FormatofReceiveData0Register(REMDAT0),5,,DAT0
REMDAT1,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT2,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT3,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT4,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT5,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT6,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMDAT7,18.2.21 Receive data j register (REMDATj) (j = 1 to 7),Figure18-22FormatofReceiveDatajRegister(REMDATj),,,
REMTIM,18.2.22 Measurement result register (REMTIM),Figure18-23FormatofMeasurementResultRegister(REMTIM),,,
ELISEL0,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL1,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL2,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL3,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL4,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL5,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL6,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL7,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL8,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL9,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL10,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELISEL11,20.3.1 Input signal select registers n (ELISELn) (n = 0 to 11),Figure20-5FormatofInputSignalSelectRegistersn(ELISELn)(n=0to11)(1/3),,,
ELL1SEL0,20.3.2 Event link L1 signal select registers n (ELL1SELn) (n = 0 to 3),Figure20-6FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=0to3)(1/2),,,
ELL1SEL1,20.3.2 Event link L1 signal select registers n (ELL1SELn) (n = 0 to 3),Figure20-6FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=0to3)(1/2),,,
ELL1SEL2,20.3.2 Event link L1 signal select registers n (ELL1SELn) (n = 0 to 3),Figure20-6FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=0to3)(1/2),,,
ELL1SEL3,20.3.2 Event link L1 signal select registers n (ELL1SELn) (n = 0 to 3),Figure20-6FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=0to3)(1/2),,,
ELL1SEL4,"20.3.3 Event link L1 signal select registers n (ELL1SELn) (n = 4, 5)","Figure20-7FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=4,5)",,,
ELL1SEL5,"20.3.3 Event link L1 signal select registers n (ELL1SELn) (n = 4, 5)","Figure20-7FormatofEventLinkL1SignalSelectRegistersn(ELL1SELn)(n=4,5)",,,
ELL1SEL6,20.3.4 Event link L1 signal select register 6 (ELL1SEL6),Figure20-8FormatofEventLinkL1SignalSelectRegister6(ELL1SEL6),,,
ELL1CTL,20.3.5 Logic cell block L1 control register (ELL1CTL),Figure20-9FormatofLogicCellBlockL1ControlRegister(ELL1CTL),,,
ELL1LNK0,20.3.6 Event link L1 output select registers n (ELL1LNKn) (n = 0 to 3),Figure20-10FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=0to3),,,
ELL1LNK1,20.3.6 Event link L1 output select registers n (ELL1LNKn) (n = 0 to 3),Figure20-10FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=0to3),,,
ELL1LNK2,20.3.6 Event link L1 output select registers n (ELL1LNKn) (n = 0 to 3),Figure20-10FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=0to3),,,
ELL1LNK3,20.3.6 Event link L1 output select registers n (ELL1LNKn) (n = 0 to 3),Figure20-10FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=0to3),,,
ELL1LNK4,"20.3.7 Event link L1 output select registers n (ELL1LNKn) (n = 4, 5)","Figure20-11FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=4,5)",,,
ELL1LNK5,"20.3.7 Event link L1 output select registers n (ELL1LNKn) (n = 4, 5)","Figure20-11FormatofEventLinkL1OutputSelectRegistersn(ELL1LNKn)(n=4,5)",,,
ELL1LNK6,20.3.8 Event link L1 output select register 6 (ELL1LNK6),Figure20-12FormatofEventLinkL1OutputSelectRegister6(ELL1LNK6),,,
ELL2SEL0,20.3.9 Event link L2 signal select registers n (ELL2SELn) (n = 0 to 3),Figure20-13FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=0to3)(1/2),,,
ELL2SEL1,20.3.9 Event link L2 signal select registers n (ELL2SELn) (n = 0 to 3),Figure20-13FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=0to3)(1/2),,,
ELL2SEL2,20.3.9 Event link L2 signal select registers n (ELL2SELn) (n = 0 to 3),Figure20-13FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=0to3)(1/2),,,
ELL2SEL3,20.3.9 Event link L2 signal select registers n (ELL2SELn) (n = 0 to 3),Figure20-13FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=0to3)(1/2),,,
ELL2SEL4,"20.3.10 Event link L2 signal select registers n (ELL2SELn) (n = 4, 5)","Figure20-14FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=4,5)",,,
ELL2SEL5,"20.3.10 Event link L2 signal select registers n (ELL2SELn) (n = 4, 5)","Figure20-14FormatofEventLinkL2SignalSelectRegistersn(ELL2SELn)(n=4,5)",,,
ELL2SEL6,20.3.11 Event link L2 signal select register 6 (ELL2SEL6),Figure20-15FormatofEventLinkL2SignalSelectRegister6(ELL2SEL6),,,
ELL2CTL,20.3.12 Logic cell block L2 control register (ELL2CTL),Figure20-16FormatofLogicCellBlockL2ControlRegister(ELL2CTL),,,
ELL2LNK0,20.3.13 Event link L2 output select registers n (ELL2LNKn) (n = 0 to 3),Figure20-17FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=0to3),,,
ELL2LNK1,20.3.13 Event link L2 output select registers n (ELL2LNKn) (n = 0 to 3),Figure20-17FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=0to3),,,
ELL2LNK2,20.3.13 Event link L2 output select registers n (ELL2LNKn) (n = 0 to 3),Figure20-17FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=0to3),,,
ELL2LNK3,20.3.13 Event link L2 output select registers n (ELL2LNKn) (n = 0 to 3),Figure20-17FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=0to3),,,
ELL2LNK4,"20.3.14 Event link L2 output select registers n (ELL2LNKn) (n = 4, 5)","Figure20-18FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=4,5)",,,
ELL2LNK5,"20.3.14 Event link L2 output select registers n (ELL2LNKn) (n = 4, 5)","Figure20-18FormatofEventLinkL2OutputSelectRegistersn(ELL2LNKn)(n=4,5)",,,
ELL2LNK6,20.3.15 Event link L2 output select register 6 (ELL2LNK6),Figure20-19FormatofEventLinkL2OutputSelectRegister6(ELL2LNK6),,,
ELL3SEL0,20.3.16 Event link L3 signal select registers n (ELL3SELn) (n = 0 to 3),Figure20-20FormatofEventLinkL3SignalSelectRegistersn(ELL3SELn)(n=0to3)(1/2),,,
ELL3SEL1,20.3.16 Event link L3 signal select registers n (ELL3SELn) (n = 0 to 3),Figure20-20FormatofEventLinkL3SignalSelectRegistersn(ELL3SELn)(n=0to3)(1/2),,,
